ID	pub	nana	pend	Latitude	Longitude	distance	Pop
679	0.9717	0.005	0.0233	53.427955	-1.953432	79.44	Pop63
680	0.9824	0.0122	0.0054	53.427955	-1.953432	79.44	Pop63
681	0.9672	0.0248	0.008	53.427955	-1.953432	79.44	Pop63
682	0.8309	0.1661	0.003	53.427955	-1.953432	79.44	Pop63
683	0.9848	0.0072	0.008	53.427955	-1.953432	79.44	Pop63
684	0.9834	0.0115	0.0051	53.427955	-1.953432	79.44	Pop63
685	0.9803	0.0167	0.003	53.427955	-1.953432	79.44	Pop63
686	0.9783	0.0131	0.0086	53.427955	-1.953432	79.44	Pop63
687	0.99	0.003	0.007	52.929519	1.203763	215.94	Pop64
688	0.9917	0.0043	0.004	52.929519	1.203763	215.94	Pop64
689	0.988	0.005	0.007	52.929519	1.203763	215.94	Pop64
690	0.994	0.004	0.002	52.929519	1.203763	215.94	Pop64
691	0.9212	0.0297	0.0491	52.929519	1.203763	215.94	Pop64
692	0.983	0.0085	0.0085	52.929519	1.203763	215.94	Pop64
693	0.986	0.006	0.008	52.929519	1.203763	215.94	Pop64
694	0.9876	0.0104	0.002	52.929519	1.203763	215.94	Pop64
695	0.9913	0.005	0.0037	52.929519	1.203763	215.94	Pop64
696	0.9847	0.0103	0.005	52.929519	1.203763	215.94	Pop64
697	0.992	0.005	0.003	52.929519	1.203763	215.94	Pop64
698	0.9089	0.0221	0.069	52.929519	1.203763	215.94	Pop64
699	0.9864	0.0075	0.0061	52.929519	1.203763	215.94	Pop64
700	0.989	0.005	0.006	52.929519	1.203763	215.94	Pop64
701	0.985	0.009	0.006	52.929519	1.203763	215.94	Pop64
702	0.9651	0.002	0.0329	52.929519	1.203763	215.94	Pop64
703	0.9654	0.0122	0.0224	52.929519	1.203763	215.94	Pop64
704	0.9823	0.0137	0.004	52.929519	1.203763	215.94	Pop64
705	0.99	0.003	0.007	52.929519	1.203763	215.94	Pop64
706	0.8317	0.0093	0.159	52.835273	0.99854	207.31	Pop65
707	0.993	0.003	0.004	52.835273	0.99854	207.31	Pop65
708	0.9737	0.019	0.0073	52.835273	0.99854	207.31	Pop65
709	0.9705	0.0033	0.0262	52.835273	0.99854	207.31	Pop65
710	0.988	0.005	0.007	52.815356	1.045277	210.73	Pop66
711	0.9729	0.006	0.0211	52.815356	1.045277	210.73	Pop66
712	0.9829	0.0101	0.007	52.815356	1.045277	210.73	Pop66
713	0.982	0.011	0.007	52.815356	1.045277	210.73	Pop66
714	0.9819	0.0091	0.009	52.693503	1.46372	239.85	Pop67
715	0.9799	0.0159	0.0042	52.693503	1.46372	239.85	Pop67
716	0.9857	0.0103	0.004	52.693503	1.46372	239.85	Pop67
717	0.9897	0.006	0.0043	52.693503	1.46372	239.85	Pop67
718	0.993	0.003	0.004	52.693503	1.46372	239.85	Pop67
719	0.9843	0.0117	0.004	52.693503	1.46372	239.85	Pop67
720	0.9783	0.002	0.0197	52.693503	1.46372	239.85	Pop67
721	0.9727	0.0114	0.0159	52.693503	1.46372	239.85	Pop67
722	0.9947	0.0023	0.003	52.693503	1.46372	239.85	Pop67
723	0.994	0.003	0.003	52.693503	1.46372	239.85	Pop67
724	0.987	0.005	0.008	52.693503	1.46372	239.85	Pop67
725	0.9843	0.0107	0.005	52.693503	1.46372	239.85	Pop67
726	0.9722	0.013	0.0148	52.693503	1.46372	239.85	Pop67
727	0.9753	0.004	0.0207	52.684483	1.459536	239.85	Pop67
728	0.9693	0.0062	0.0245	52.684483	1.459536	239.85	Pop67
729	0.9764	0.01	0.0136	52.684483	1.459536	239.85	Pop67
730	0.9896	0.0054	0.005	52.684483	1.459536	239.85	Pop67
731	0.9831	0.005	0.0119	52.684483	1.459536	239.85	Pop67
732	0.9648	0.0308	0.0044	52.684483	1.459536	239.85	Pop67
733	0.9847	0.0053	0.01	52.684483	1.459536	239.85	Pop67
734	0.989	0.003	0.008	52.493378	0.987717	220.62	Pop68
735	0.9157	0.0802	0.0041	52.493378	0.987717	220.62	Pop68
736	0.9588	0.0225	0.0187	52.493378	0.987717	220.62	Pop68
737	0.9338	0.0613	0.005	52.493378	0.987717	220.62	Pop68
738	0.8914	0.1026	0.006	52.493378	0.987717	220.62	Pop68
739	0.992	0.004	0.004	52.493378	0.987717	220.62	Pop68
740	0.9837	0.0097	0.0066	52.493378	0.987717	220.62	Pop68
741	0.9573	0.01	0.0327	52.493378	0.987717	220.62	Pop68
742	0.9593	0.0131	0.0276	52.493378	0.987717	220.62	Pop68
743	0.9577	0.0353	0.007	52.493378	0.987717	220.62	Pop68
744	0.9095	0.0855	0.005	52.493378	0.987717	220.62	Pop68
745	0.9615	0.0209	0.0176	52.493378	0.987717	220.62	Pop68
746	0.98	0.017	0.003	52.493378	0.987717	220.62	Pop68
747	0.8868	0.0833	0.0299	52.493378	0.987717	220.62	Pop68
748	0.5467	0.0456	0.4077	52.493378	0.987717	220.62	Pop68
749	0.983	0.01	0.007	52.454126	0.996216	222.75	Pop69
750	0.9558	0.0189	0.0253	52.454126	0.996216	222.75	Pop69
751	0.9714	0.003	0.0256	52.348312	-1.448901	147.82	Pop70
752	0.991	0.002	0.007	52.348312	-1.448901	147.82	Pop70
753	0.985	0.013	0.002	52.347854	-1.452132	147.82	Pop70
754	0.9801	0.0179	0.002	52.347854	-1.452132	147.82	Pop70
755	0.9811	0.0028	0.0161	52.347927	-1.450177	147.82	Pop70
756	0.9911	0.0049	0.004	52.347927	-1.450177	147.82	Pop70
757	0.9602	0.009	0.0308	52.347927	-1.450177	147.82	Pop70
758	0.9825	0.0105	0.007	52.347927	-1.450177	147.82	Pop70
759	0.9788	0.0031	0.0181	52.347751	-1.450378	147.82	Pop70
760	0.9736	0.003	0.0234	52.347751	-1.450378	147.82	Pop70
761	0.989	0.006	0.005	52.347751	-1.450378	147.82	Pop70
762	0.991	0.003	0.006	52.347694	-1.451671	147.82	Pop70
763	0.9752	0.0128	0.012	52.347694	-1.451671	147.82	Pop70
764	0.9899	0.0061	0.004	52.347661	-1.451889	147.82	Pop70
765	0.9861	0.003	0.0109	51.846921	-3.181552	207.22	Pop71
766	0.959	0.035	0.006	51.849504	-3.179007	207.22	Pop71
767	0.9923	0.0047	0.003	51.846796	-3.181054	207.22	Pop71
768	0.9584	0.0049	0.0367	51.846785	-3.181019	207.22	Pop71
769	0.976	0.014	0.01	51.846603	-3.180971	207.22	Pop71
770	0.9505	0.0191	0.0304	51.846528	-3.180734	207.22	Pop71
771	0.9799	0.0095	0.0106	51.846526	-3.180532	207.22	Pop71
772	0.9354	0.0526	0.012	51.846321	-3.180917	207.22	Pop71
773	0.9828	0.0051	0.0121	51.846429	-3.183083	207.22	Pop71
774	0.9867	0.006	0.0073	51.846599	-3.183948	207.22	Pop71
775	0.9663	0.003	0.0307	51.846503	-3.183974	207.22	Pop71
776	0.9886	0.003	0.0084	51.846502	-3.183971	207.22	Pop71
777	0.993	0.003	0.004	51.846545	-3.184115	207.22	Pop71
778	0.9886	0.005	0.0064	51.846832	-3.184197	207.22	Pop71
779	0.9867	0.0024	0.0109	51.846936	-3.184264	207.22	Pop71
780	0.9896	0.0021	0.0083	51.84693	-3.184311	207.22	Pop71
781	0.9863	0.0045	0.0092	51.846703	-3.184719	207.22	Pop71
782	0.9895	0.004	0.0065	51.846654	-3.184879	207.22	Pop71
783	0.9686	0.011	0.0204	51.846711	-3.185158	207.22	Pop71
784	0.982	0.005	0.013	51.8467	-3.185302	207.22	Pop71
785	0.994	0.003	0.003	51.711681	0.570787	239.52	Pop72
786	0.9907	0.003	0.0063	51.711681	0.570787	239.52	Pop72
787	0.9738	0.003	0.0232	51.711681	0.570787	239.52	Pop72
788	0.984	0.002	0.014	51.711681	0.570787	239.52	Pop72
789	0.9859	0.003	0.0111	51.711681	0.570787	239.52	Pop72
790	0.9787	0.003	0.0183	51.711681	0.570787	239.52	Pop72
791	0.9908	0.0043	0.0049	51.711681	0.570787	239.52	Pop72
792	0.99	0.005	0.005	51.711681	0.570787	239.52	Pop72
793	0.9631	0.005	0.0319	51.711681	0.570787	239.52	Pop72
794	0.9546	0.004	0.0414	51.711681	0.570787	239.52	Pop72
795	0.991	0.003	0.006	51.711681	0.570787	239.52	Pop72
796	0.9833	0.009	0.0077	51.711439	0.572124	239.52	Pop72
797	0.9936	0.002	0.0044	51.711439	0.572124	239.52	Pop72
798	0.9929	0.0037	0.0034	51.711439	0.572124	239.52	Pop72
799	0.9913	0.0039	0.0048	51.711439	0.572124	239.52	Pop72
800	0.9877	0.008	0.0043	51.711439	0.572124	239.52	Pop72
801	0.993	0.003	0.004	51.711439	0.572124	239.52	Pop72
802	0.9919	0.0021	0.006	51.711439	0.572124	239.52	Pop72
803	0.9841	0.003	0.0129	51.711439	0.572124	239.52	Pop72
804	0.984	0.006	0.01	51.174753	0.337031	261.88	Pop73
805	0.987	0.008	0.005	51.174701	0.336851	261.88	Pop73
806	0.9909	0.004	0.0051	51.174701	0.336851	261.88	Pop73
807	0.981	0.008	0.011	51.174765	0.336203	261.88	Pop73
808	0.9605	0.0345	0.005	51.174747	0.335582	261.88	Pop73
809	0.984	0.004	0.012	51.174583	0.335226	261.88	Pop73
810	0.991	0.005	0.004	51.150878	0.491267	268.71	Pop74
811	0.9879	0.002	0.0101	51.150878	0.491267	268.71	Pop74
812	0.9675	0.0039	0.0286	51.150878	0.491267	268.71	Pop74
813	0.9715	0.003	0.0255	51.150878	0.491267	268.71	Pop74
814	0.989	0.003	0.008	51.150878	0.491267	268.71	Pop74
815	0.9762	0.0051	0.0187	51.150878	0.491267	268.71	Pop74
816	0.9907	0.002	0.0073	51.150878	0.491267	268.71	Pop74
817	0.9849	0.005	0.0101	51.150878	0.491267	268.71	Pop74
818	0.991	0.004	0.005	51.150878	0.491267	268.71	Pop74
819	0.988	0.007	0.005	51.150878	0.491267	268.71	Pop74
820	0.9726	0.004	0.0234	51.150878	0.491267	268.71	Pop74
821	0.983	0.004	0.013	51.150878	0.491267	268.71	Pop74
822	0.9183	0.004	0.0777	51.150878	0.491267	268.71	Pop74
823	0.994	0.003	0.003	51.150878	0.491267	268.71	Pop74
824	0.991	0.005	0.004	51.150878	0.491267	268.71	Pop74
825	0.989	0.005	0.006	51.150878	0.491267	268.71	Pop74
826	0.992	0.003	0.005	51.112171	-0.932907	236.58	Pop75
827	0.99	0.002	0.008	51.112197	-0.932907	236.58	Pop75
828	0.9822	0.007	0.0108	51.111347	-0.93328	236.58	Pop75
829	0.9807	0.0046	0.0147	51.111077	-0.9334	236.58	Pop75
830	0.951	0.046	0.003	51.110668	-0.933801	236.58	Pop75
831	0.9849	0.0122	0.0029	51.110437	-0.933998	236.58	Pop75
832	0.9617	0.0353	0.003	51.110424	-0.933968	236.58	Pop75
833	0.9877	0.0032	0.0091	51.110375	-0.934018	236.58	Pop75
834	0.9895	0.0045	0.006	51.110373	-0.934016	236.58	Pop75
835	0.9768	0.006	0.0172	51.11093	-0.934911	236.58	Pop75
836	0.9554	0.003	0.0416	51.11098	-0.934836	236.58	Pop75
837	0.9701	0.006	0.0239	51.110124	-0.935401	236.58	Pop75
838	0.9885	0.003	0.0085	51.110018	-0.935408	236.58	Pop75
839	0.9894	0.0028	0.0078	51.109348	-0.935521	236.58	Pop75
840	0.988	0.009	0.003	51.112085	-0.933431	236.58	Pop75
841	0.9883	0.002	0.0097	51.085146	-0.160098	252.84	Pop76
842	0.9904	0.006	0.0036	51.085146	-0.160098	252.84	Pop76
843	0.9855	0.004	0.0105	51.085146	-0.160098	252.84	Pop76
844	0.987	0.004	0.009	51.085146	-0.160098	252.84	Pop76
845	0.9868	0.0034	0.0098	51.085146	-0.160098	252.84	Pop76
846	0.9774	0.003	0.0196	51.085146	-0.160098	252.84	Pop76
847	0.9886	0.0057	0.0057	51.085146	-0.160098	252.84	Pop76
848	0.9343	0.0063	0.0594	51.085146	-0.160098	252.84	Pop76
849	0.986	0.004	0.01	51.085146	-0.160098	252.84	Pop76
850	0.9874	0.0086	0.004	51.085146	-0.160098	252.84	Pop76
851	0.9749	0.0201	0.005	51.085146	-0.160098	252.84	Pop76
852	0.987	0.005	0.008	51.085146	-0.160098	252.84	Pop76
853	0.9806	0.009	0.0104	51.085146	-0.160098	252.84	Pop76
854	0.9731	0.0139	0.013	51.085146	-0.160098	252.84	Pop76
855	0.992	0.003	0.005	51.085146	-0.160098	252.84	Pop76
856	0.9716	0.016	0.0124	51.085146	-0.160098	252.84	Pop76
857	0.985	0.007	0.008	51.085146	-0.160098	252.84	Pop76
858	0.9598	0.0045	0.0357	51.085146	-0.160098	252.84	Pop76
859	0.99	0.007	0.003	51.085146	-0.160098	252.84	Pop76
860	0.986	0.004	0.01	51.04168	-0.611567	246.09	Pop77
861	0.817	0.006	0.177	51.04168	-0.611567	246.09	Pop77
862	0.9927	0.0043	0.003	51.04168	-0.611567	246.09	Pop77
863	0.9829	0.006	0.0111	51.04168	-0.611567	246.09	Pop77
864	0.99	0.004	0.006	51.04168	-0.611567	246.09	Pop77
865	0.9848	0.0112	0.004	51.04168	-0.611567	246.09	Pop77
866	0.985	0.008	0.007	51.04168	-0.611567	246.09	Pop77
867	0.9756	0.0154	0.009	51.04168	-0.611567	246.09	Pop77
868	0.983	0.003	0.014	51.04168	-0.611567	246.09	Pop77
869	0.9819	0.0042	0.0139	51.04168	-0.611567	246.09	Pop77
870	0.948	0.0459	0.0061	51.04168	-0.611567	246.09	Pop77
871	0.9357	0.0116	0.0527	51.035695	-0.628363	246.09	Pop77
872	0.991	0.005	0.004	51.035695	-0.628363	246.09	Pop77
873	0.992	0.003	0.005	51.035695	-0.628363	246.09	Pop77
874	0.9466	0.01	0.0434	51.035695	-0.628363	246.09	Pop77
875	0.982	0.005	0.013	51.035695	-0.628363	246.09	Pop77
876	0.9906	0.004	0.0054	51.035695	-0.628363	246.09	Pop77
877	0.988	0.003	0.009	50.977624	-0.581316	250.79	Pop78
878	0.9901	0.006	0.0039	50.977624	-0.581316	250.79	Pop78
879	0.9776	0.004	0.0184	50.977624	-0.581316	250.79	Pop78
880	0.9905	0.0065	0.003	50.977624	-0.581316	250.79	Pop78
881	0.9752	0.004	0.0208	50.977624	-0.581316	250.79	Pop78
882	0.991	0.005	0.004	50.937354	-3.294042	269.78	Pop79
883	0.9882	0.003	0.0088	50.937354	-3.294042	269.78	Pop79
884	0.9536	0.0358	0.0106	50.937304	-3.294108	269.78	Pop79
885	0.9899	0.005	0.0051	50.919858	-0.475798	256.59	Pop80
886	0.9778	0.0142	0.008	50.919858	-0.475798	256.59	Pop80
887	0.8692	0.003	0.1278	50.919858	-0.475798	256.59	Pop80
888	0.9703	0.0227	0.007	50.919858	-0.475798	256.59	Pop80
889	0.9548	0.0422	0.003	50.919858	-0.475798	256.59	Pop80
890	0.9831	0.0079	0.009	50.919858	-0.475798	256.59	Pop80
891	0.9703	0.0217	0.008	50.919858	-0.475798	256.59	Pop80
892	0.9618	0.0089	0.0293	50.919858	-0.475798	256.59	Pop80
893	0.9879	0.006	0.0061	50.919858	-0.475798	256.59	Pop80
894	0.6232	0.0136	0.3632	50.919858	-0.475798	256.59	Pop80
895	0.9936	0.0031	0.0033	50.919858	-0.475798	256.59	Pop80
896	0.9513	0.0437	0.005	50.919858	-0.475798	256.59	Pop80
897	0.9786	0.0093	0.0121	50.919858	-0.475798	256.59	Pop80
898	0.5538	0.0428	0.4034	50.919858	-0.475798	256.59	Pop80
899	0.9712	0.005	0.0238	50.919858	-0.475798	256.59	Pop80
900	0.9886	0.005	0.0064	50.919858	-0.475798	256.59	Pop80
901	0.8068	0.004	0.1892	50.919858	-0.475798	256.59	Pop80
902	0.9516	0.0253	0.0231	50.900505	-1.579632	247.88	Pop81
903	0.7621	0.0419	0.196	50.900505	-1.579632	247.88	Pop81
904	0.956	0.0032	0.0408	50.900505	-1.579632	247.88	Pop81
905	0.9741	0.0039	0.022	50.900505	-1.579632	247.88	Pop81
906	0.9833	0.006	0.0107	50.846874	-1.453207	251.59	Pop82
907	0.957	0.006	0.037	50.846874	-1.453207	251.59	Pop82
908	0.9819	0.0032	0.0149	50.846874	-1.453207	251.59	Pop82
909	0.9757	0.0173	0.007	50.846874	-1.453207	251.59	Pop82
910	0.9794	0.0132	0.0074	50.846874	-1.453207	251.59	Pop82
911	0.9756	0.0201	0.0043	50.846874	-1.453207	251.59	Pop82
912	0.9727	0.0223	0.005	50.846874	-1.453207	251.59	Pop82
913	0.978	0.006	0.016	50.846874	-1.453207	251.59	Pop82
914	0.9498	0.0412	0.009	50.846874	-1.453207	251.59	Pop82
915	0.989	0.006	0.005	50.846874	-1.453207	251.59	Pop82
916	0.8658	0.019	0.1152	50.846874	-1.453207	251.59	Pop82
917	0.993	0.003	0.004	50.846874	-1.453207	251.59	Pop82
918	0.9088	0.002	0.0892	50.846874	-1.453207	251.59	Pop82
919	0.9622	0.004	0.0338	50.846874	-1.453207	251.59	Pop82
920	0.9836	0.006	0.0104	50.846874	-1.453207	251.59	Pop82
921	0.992	0.003	0.005	50.846874	-1.453207	251.59	Pop82
922	0.984	0.01	0.006	50.846874	-1.453207	251.59	Pop82
923	0.985	0.005	0.01	50.846874	-1.453207	251.59	Pop82
924	0.965	0.028	0.007	50.846874	-1.453207	251.59	Pop82
925	0.9945	0.002	0.0035	50.846874	-1.453207	251.59	Pop82
926	0.9826	0.004	0.0134	50.846874	-1.453207	251.59	Pop82
927	0.9778	0.006	0.0162	50.817012	-1.533336	253.65	Pop83
928	0.97	0.008	0.022	50.817012	-1.533336	253.65	Pop83
929	0.5411	0.0279	0.431	50.817012	-1.533336	253.65	Pop83
930	0.7729	0.014	0.2131	50.817012	-1.533336	253.65	Pop83
931	0.9822	0.003	0.0148	50.817012	-1.533336	253.65	Pop83
932	0.98	0.0056	0.0144	50.817012	-1.533336	253.65	Pop83
933	0.9721	0.0035	0.0244	50.520095	-3.801081	307.59	Pop84
934	0.9641	0.0315	0.0044	50.522345	-3.805481	307.59	Pop84
935	0.99	0.004	0.006	50.516668	-3.808057	307.86	Pop85
936	0.9849	0.003	0.0121	50.524066	-3.820296	307.86	Pop85
937	0.9763	0.005	0.0187	50.524104	-3.820336	307.86	Pop85
938	0.8281	0.0039	0.168	50.52417	-3.820364	307.86	Pop85
939	0.9706	0.005	0.0244	50.524191	-3.820551	307.86	Pop85
940	0.9867	0.004	0.0093	50.52388	-3.820579	307.86	Pop85
941	0.9401	0.0081	0.0518	50.523611	-3.82086	307.86	Pop85
942	0.9193	0.004	0.0767	50.523089	-3.821325	307.86	Pop85
943	0.9949	0.003	0.0021	50.523089	-3.821325	307.86	Pop85
944	0.9868	0.0052	0.008	50.523089	-3.821325	307.86	Pop85
945	0.987	0.003	0.01	50.498824	-3.791033	308.73	Pop86
946	0.9483	0.004	0.0477	50.523693	-3.820751	307.79	Pop87
947	0.9727	0.008	0.0193	50.489866	-4.046743	307.79	Pop87
948	0.992	0.005	0.003	50.489935	-4.04643	307.79	Pop87
949	0.9825	0.003	0.0145	50.489936	-4.046417	307.79	Pop87
950	0.9926	0.004	0.0034	50.490042	-4.046118	307.79	Pop87
951	0.9858	0.008	0.0062	50.489945	-4.045519	307.79	Pop87
952	0.988	0.009	0.003	50.49011	-4.046036	307.79	Pop87
953	0.948	0.015	0.037	50.490143	-4.045164	307.79	Pop87
954	0.977	0.019	0.004	50.490005	-4.04514	307.79	Pop87
955	0.9775	0.0133	0.0092	50.490044	-4.044869	307.79	Pop87
956	0.992	0.004	0.004	50.490134	-4.044975	307.79	Pop87
957	0.9859	0.0081	0.006	50.490265	-4.044753	307.79	Pop87
958	0.9927	0.004	0.0033	50.490263	-4.044828	307.79	Pop87
959	0.9857	0.003	0.0113	50.491226	-4.044478	307.79	Pop87
960	0.988	0.003	0.009	50.491752	-4.044157	307.79	Pop87
961	0.9675	0.0285	0.004	50.491941	-4.044208	307.79	Pop87
962	0.9916	0.0044	0.004	50.492204	-4.044713	307.79	Pop87
963	0.9912	0.003	0.0058	50.492091	-4.044139	307.79	Pop87
964	0.9841	0.003	0.0129	50.491992	-4.044839	316.79	Pop88
965	0.9108	0.0082	0.081	50.432143	-3.94849	316.79	Pop88
